
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 10월 20일~11월 18일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
문경,273,11-14,       7.0,      13.0,       1.7,       1.3,      61.5,       5.7,,,    1001.4,    1022.4,       1.8
청송군,276,11-14,       5.9,      13.6,       0.0,       0.9,      71.0,       5.6,,,     996.7,    1022.0,       1.3
영덕,277,11-14,       9.6,      15.0,       4.7,       1.5,      59.3,       6.1,,,    1016.9,    1022.0,       2.8
의성,278,11-14,       5.9,      14.5,      -0.6,       0.9,      70.3,       5.5,,,    1012.6,    1022.4,       1.0
구미,279,11-14,       7.9,      14.4,       2.4,       1.0,      65.5,       5.4,,,    1016.8,    1022.5,       1.4
영천,281,11-14,       7.8,      14.9,       1.8,       0.8,      63.3,       5.2,,,    1010.9,    1022.3,       1.8
경주시,283,11-14,       8.9,      16.1,       2.9,       0.7,      66.1,       5.9,,,    1016.8,    1021.5,       2.2
경주시,283,11-14,       8.9,      16.1,       2.9,       0.7,      66.1,       5.9,,,    1016.8,    1021.5,       2.2
거창,284,11-14,       6.9,      14.6,       0.5,       1.1,      67.3,       6.0,,,     995.3,    1022.7,       1.2
합천,285,11-14,       8.2,      15.8,       2.4,       0.9,      66.8,       5.8,,,    1018.4,    1022.4,       1.1
밀양,288,11-14,       8.8,      16.3,       2.7,       1.0,      67.2,       6.0,,,    1020.7,    1022.1,       1.1
산청,289,11-14,       8.4,      15.3,       2.7,       1.1,      63.6,       5.5,,,    1005.8,    1022.9,       1.6
거제,294,11-14,      11.0,      16.0,       6.5,       1.2,      62.8,       5.7,,,    1016.6,    1021.3,       1.4
남해,295,11-14,      10.7,      15.7,       6.3,       1.5,      63.1,       6.2,,,    1016.7,    1022.3,       1.5
강남,400,11-14,       8.3,      12.4,       4.8,       1.3,,,,,,,       1.6
서초,401,11-14,       8.1,      12.5,       4.4,       1.1,,,,,,,       1.4
강동,402,11-14,       7.3,      12.2,       3.0,       1.1,,,,,,,       1.3
송파,403,11-14,       8.6,      12.8,       4.9,       1.2,,,,,,,       1.7
강서,404,11-14,       7.6,      11.7,       4.0,       1.3,,,,,,,       1.4
양천,405,11-14,       8.4,      12.5,       5.0,       1.4,,,,,,,       1.3
도봉,406,11-14,       6.7,      12.2,       2.0,       1.4,,,,,,,       1.0
노원,407,11-14,       6.2,      12.2,       0.8,       1.2,,,,,,,       1.4
동대문,408,11-14,       8.2,      12.6,       4.6,       1.3,,,,,,,       1.6
중랑,409,11-14,       8.2,      12.3,       4.5,       1.1,,,,,,,       1.8
기상청,410,11-14,       8.3,      12.3,       4.7,       1.4,,,,,,,       1.3
마포,411,11-14,       8.2,      12.2,       4.8,       1.3,,,,,,,       2.1
서대문,412,11-14,       7.3,      12.3,       3.1,       1.2,,,,,,,       1.6
광진,413,11-14,       8.1,      12.4,       4.4,       1.4,,,,,,,       1.6
성북,414,11-14,       7.3,      11.4,       3.3,       1.2,,,,,,,       1.4
용산,415,11-14,       8.4,      12.3,       4.6,       1.3,,,,,,,       1.5
은평,416,11-14,       6.9,      11.9,       2.5,       1.0,,,,,,,       1.6
금천,417,11-14,       8.2,      12.2,       5.1,       1.3,,,,,,,       1.7
중구,419,11-14,       6.5,      10.8,       3.2,       1.2,,,,,,,       2.4
성동,421,11-14,       8.2,      11.8,       4.7,       1.2,,,,,,,       2.0
구로,423,11-14,       7.1,      11.7,       2.9,       1.3,,,,,,,       1.7
강북,424,11-14,       7.7,      11.9,       3.8,       1.3,,,,,,,       1.7
남현,425,11-14,       7.6,      12.0,       3.5,       2.5,,,,,,,       1.3
부천,433,11-14,       8.1,      12.3,       4.2,       1.4,,,,,,,       1.1
안양,434,11-14,       7.8,      11.9,       4.2,       1.4,,,,,,,       2.2
광명,437,11-14,       8.4,      12.2,       5.0,       1.5,,,,,,,       1.8
군포,438,11-14,       8.0,      12.3,       4.5,       1.4,,,,,,,       1.3
김포,441,11-14,       6.5,      11.3,       2.2,       1.4,,,,,,,       1.4
하남,444,11-14,       6.4,      11.8,       2.0,       1.3,,,,,,,       0.8
의왕,445,11-14,       6.4,      11.4,       2.0,       1.4,,,,,,,       1.1
포천,504,11-14,       5.7,      11.5,      -0.2,       1.4,,,,,,,       1.2
가평조종,505,11-14,       4.6,      11.0,      -1.3,       1.5,,,,,,,       1.2
영등포,510,11-14,       8.9,      12.6,       5.4,       1.3,,,,,,,       1.4
인천연수,512,11-14,       8.0,      12.6,       3.8,       1.2,,,,,,,       1.7
안성,516,11-14,       7.0,      12.7,       1.8,       1.1,,,,,,,       1.0
간성,517,11-14,       8.2,      12.9,       2.9,       3.5,,,,,,,       1.8
평창,526,11-14,       5.1,      11.4,      -0.7,       1.2,,,,,,,       1.1
의정부,532,11-14,       6.3,      11.7,       0.9,       1.2,,,,,,,       1.0
횡성,536,11-14,       5.3,      12.2,      -0.5,       1.4,,,,,,,       1.1
고양,540,11-14,       6.6,      12.4,       1.1,       1.0,,,,,,,       1.3
남양주,541,11-14,       5.7,      12.5,      -0.1,       1.3,,,,,,,       1.1
안산,545,11-14,       6.4,      12.3,       0.6,       1.1,,,,,,,       1.7
경기광주,546,11-14,       6.4,      11.9,       1.2,       1.3,,,,,,,       1.4
여주,548,11-14,       5.9,      11.8,       0.5,       1.4,,,,,,,       1.2
용인,549,11-14,       5.9,      12.2,       0.7,       1.3,,,,,,,       1.2
오산,550,11-14,       7.2,      12.6,       2.0,       1.3,,,,,,,       1.3
평택,551,11-14,       7.7,      12.7,       2.2,       1.4,,,,,,,       1.5
화천,555,11-14,       4.9,      11.7,      -0.5,       1.2,,,,,,,       1.2
양구,556,11-14,       4.4,      11.2,      -0.9,       1.3,,,,,,,       1.0
시흥,565,11-14,       7.7,      12.4,       3.1,       1.4,,,,,,,       1.6
구리,569,11-14,       7.1,      12.1,       2.5,       1.2,,,,,,,       1.3
금곡,570,11-14,       6.9,      11.8,       2.4,       1.2,,,,,,,       1.2
화성,571,11-14,       7.5,      12.3,       3.0,       1.0,,,,,,,       1.3
성남,572,11-14,       7.7,      12.4,       3.4,       1.2,,,,,,,       1.2
과천,590,11-14,       7.0,      12.5,       2.2,       1.4,,,,,,,       1.5
진부령,595,11-14,       4.0,       8.5,       0.0,       2.0,,,,,,,       3.3
양주,598,11-14,       5.0,      11.6,      -0.6,       1.2,,,,,,,       1.2
단양,601,11-14,       6.5,      12.1,       1.3,       1.4,,,,,,,       0.8
진천,602,11-14,       6.6,      12.9,       0.9,       1.6,,,,,,,       1.1
괴산,603,11-14,       5.9,      12.8,      -0.2,       1.6,,,,,,,       1.0
옥천,604,11-14,       6.8,      13.5,       0.9,       1.5,,,,,,,       1.0
세종연서,611,11-14,       6.6,      13.3,       1.0,       1.9,,,,,,,       1.1
공주,612,11-14,       6.9,      13.4,       1.5,       1.8,,,,,,,       1.1
서천,614,11-14,       8.2,      13.7,       2.6,       2.0,,,,,,,       1.5
논산,615,11-14,       7.6,      13.9,       1.4,       1.6,,,,,,,       1.3
당진,616,11-14,       7.3,      12.4,       2.3,       1.4,,,,,,,       1.9
청양,618,11-14,       6.6,      13.0,       0.6,       1.9,,,,,,,       1.1
음성,619,11-14,       5.6,      12.6,      -0.9,       1.4,,,,,,,       1.4
증평,623,11-14,       6.3,      12.8,       0.4,       1.8,,,,,,,       1.1
태안,627,11-14,       8.8,      13.1,       4.8,       1.7,,,,,,,       1.8
예산,628,11-14,       7.2,      13.0,       2.2,       1.5,,,,,,,       1.8
아산,634,11-14,       7.3,      12.7,       2.6,       1.5,,,,,,,       1.8
계룡,636,11-14,       6.3,      13.2,       0.0,       1.8,,,,,,,       0.9
오월드,642,11-14,       8.3,      13.9,       3.7,       1.6,,,,,,,       1.0
세천,643,11-14,       6.8,      13.3,       1.5,       1.3,,,,,,,       1.0
장동,648,11-14,       7.1,      13.2,       2.0,       1.5,,,,,,,       0.9
부평,649,11-14,       6.9,      12.7,       1.7,       2.0,,,,,,,       0.7
연천청산,652,11-14,       4.9,      11.4,      -0.6,       0.9,,,,,,,       1.1
양양,670,11-14,       9.3,      13.6,       5.0,       1.6,,,,,,,       2.7
사북,674,11-14,       4.3,       8.5,       0.2,       1.4,,,,,,,       3.3
무안,699,11-14,       9.0,      14.1,       4.2,       1.0,,,,,,,       2.0
무주,701,11-14,       6.0,      13.1,       0.1,       0.6,,,,,,,       1.3
익산,702,11-14,       8.5,      14.2,       3.0,       1.2,,,,,,,       1.4
진안,703,11-14,       5.9,      12.7,      -0.1,       1.3,,,,,,,       1.4
담양,706,11-14,       8.8,      14.8,       3.1,       1.4,,,,,,,       1.7
광산,708,11-14,       9.0,      15.0,       3.5,       1.2,,,,,,,       1.6
구례,709,11-14,       8.6,      15.3,       2.4,       1.3,,,,,,,       1.3
나주,710,11-14,       9.0,      15.3,       3.4,       1.4,,,,,,,       1.4
순천시,712,11-14,      10.9,      15.9,       6.5,       1.2,,,,,,,       2.0
광양읍,713,11-14,      10.4,      16.3,       4.9,       1.3,,,,,,,       1.6
조선대,722,11-14,      10.0,      14.9,       5.7,       1.2,,,,,,,       1.8
거문도,723,11-14,      13.1,      15.5,      10.9,       1.7,,,,,,,       4.4
추자도,724,11-14,      13.1,      15.3,      11.0,       1.0,,,,,,,       4.3
장성,730,11-14,       8.4,      14.4,       2.9,       1.6,,,,,,,       1.3
영암,731,11-14,       9.2,      15.2,       3.8,       1.6,,,,,,,       1.7
보성,732,11-14,       8.1,      14.6,       1.9,       1.2,,,,,,,       1.5
완주,734,11-14,       8.0,      14.5,       2.2,       1.2,,,,,,,       1.5
김제,737,11-14,       8.9,      14.2,       4.1,       1.3,,,,,,,       2.0
화순,741,11-14,       8.8,      15.3,       3.0,       1.1,,,,,,,       1.1
함평,754,11-14,       9.5,      15.3,       4.3,       1.3,,,,,,,       1.3
곡성,768,11-14,       7.8,      14.6,       2.4,       1.3,,,,,,,       1.2
성판악,782,11-14,       7.4,      10.9,       3.9,       4.7,,,,,,,       2.9
풍암,788,11-14,       9.3,      15.4,       3.9,       0.9,,,,,,,       1.1
압해도,789,11-14,      10.3,      14.4,       6.5,       1.1,,,,,,,       3.3
영양,801,11-14,       6.3,      13.2,       0.4,       0.7,,,,,,,       1.4
성주,810,11-14,       7.8,      14.7,       1.4,       0.8,,,,,,,       1.2
고령,812,11-14,       7.7,      15.1,       1.1,       1.0,,,,,,,       0.7
청도,813,11-14,       7.8,      15.2,       1.5,       1.1,,,,,,,       1.3
예천,815,11-14,       6.4,      13.9,       0.2,       0.6,,,,,,,       1.1
김천,822,11-14,       7.2,      14.3,       1.1,       1.2,,,,,,,       1.2
군위,823,11-14,       6.2,      13.7,      -0.1,       1.1,,,,,,,       1.3
칠곡,825,11-14,       8.1,      14.6,       2.1,       0.9,,,,,,,       1.7
경산,827,11-14,       9.3,      15.2,       4.1,       1.0,,,,,,,       1.5
달성,828,11-14,       9.3,      15.6,       3.9,       1.1,,,,,,,       1.5
대구서구,846,11-14,       9.6,      14.8,       4.8,       1.0,,,,,,,       1.5
신암,860,11-14,       9.9,      15.3,       5.5,       0.9,      55.5,       6.3,       3.8,,    1015.3,    1022.6,       2.0
완산,864,11-14,       9.1,      14.6,       4.3,       1.2,      65.6,       5.4,       4.2,       1.6,    1016.1,    1022.8,       1.5
삼척,876,11-14,       9.5,      14.0,       5.2,       1.5,,,,,,,       2.0
울기,901,11-14,      12.1,      16.0,       8.6,       1.2,,,,,,,       2.3
삼천포,907,11-14,      11.8,      15.9,       7.5,       1.4,,,,,,,       2.1
영도,910,11-14,      12.2,      15.6,       8.8,       0.9,,,,,,,       3.1
고성,918,11-14,      10.1,      16.5,       4.5,       1.1,,,,,,,       1.7
창녕,919,11-14,       8.2,      15.6,       2.0,       1.1,,,,,,,       1.5
함안,920,11-14,       8.1,      16.2,       1.4,       1.1,,,,,,,       1.0
가덕도,921,11-14,      12.4,      16.1,       9.3,       1.2,,,,,,,       3.5
기장,923,11-14,      11.1,      16.5,       6.1,       1.2,,,,,,,       1.8
간절곶,924,11-14,      12.3,      16.0,       8.4,       1.2,,,,,,,       3.4
하동,932,11-14,       9.7,      16.3,       4.5,       1.4,,,,,,,       1.4
해운대,937,11-14,      12.2,      17.0,       8.3,       1.0,,,,,,,       2.0
부산진,938,11-14,      11.5,      16.0,       7.7,       1.1,,,,,,,       2.0
동래,940,11-14,      11.6,      16.6,       7.3,       1.2,,,,,,,       1.7
북구,941,11-14,      10.8,      15.6,       6.8,       1.2,,,,,,,       1.6
부산남구,942,11-14,      12.2,      16.5,       8.6,       0.9,,,,,,,       1.8
정자,949,11-14,      10.8,      16.1,       5.7,       1.1,,,,,,,       2.8
속초,90,11-15,       8.7,      12.8,       4.6,       2.5,      55.1,       5.7,,,    1018.6,    1020.8,       2.4
철원,95,11-15,       4.3,      10.3,      -0.9,       1.5,      70.7,       5.0,,,    1003.6,    1022.8,       1.4
동두천,98,11-15,       5.1,      11.7,       0.0,       1.0,      62.3,       5.4,,,    1009.1,    1022.9,       1.4
파주,99,11-15,       4.4,      10.8,      -1.1,       1.3,      70.2,       5.6,,,    1019.1,    1022.9,       1.4
대관령,100,11-15,       2.2,       7.2,      -2.6,       2.1,      70.1,       5.8,,,     925.8,    1022.3,       4.2
춘천,101,11-15,       5.3,      11.2,       0.6,       1.6,      72.1,       4.9,,,    1013.4,    1022.9,       1.1
백령도,102,11-15,       7.4,      10.2,       5.1,       1.1,      61.7,       5.0,       5.1,,    1006.2,    1022.7,       4.5
강릉,105,11-15,       9.4,      13.8,       5.6,       2.7,      52.1,       5.9,,,    1018.0,    1021.2,       2.9
동해,106,11-15,       9.1,      13.4,       4.9,       2.0,      56.8,       5.7,,,    1016.0,    1020.6,       2.5
서울,108,11-15,       7.4,      11.7,       3.7,       1.3,      59.4,       5.1,       4.2,       1.9,    1012.2,    1022.9,       2.2
인천,112,11-15,       7.8,      11.7,       4.3,       1.5,      62.6,       5.5,       4.3,       2.0,    1014.1,    1022.5,       3.0
원주,114,11-15,       6.0,      11.8,       1.2,       1.4,      67.5,       5.1,,,    1004.4,    1022.8,       0.9
울릉도,115,11-15,       9.8,      13.2,       7.3,       3.0,      66.3,       4.7,       5.8,       2.3,     994.0,    1020.8,       3.5
수원,119,11-15,       7.2,      12.3,       2.5,       1.5,      66.5,       5.4,       4.3,       1.7,    1018.7,    1023.1,       1.6
영월,121,11-15,       5.2,      11.6,      -0.3,       1.0,      67.3,       5.2,,,     992.9,    1022.3,       1.2
충주,127,11-15,       5.8,      12.2,       0.3,       1.2,      69.5,       5.0,,,    1011.0,    1023.2,       1.4
서산,129,11-15,       7.3,      12.9,       2.3,       1.8,      72.3,       5.1,,,    1020.0,    1023.1,       2.2
울진,130,11-15,       9.2,      14.5,       4.4,       1.6,      60.0,       6.2,,,    1014.9,    1021.0,       3.2
청주,131,11-15,       7.5,      12.9,       2.6,       1.5,      64.6,       5.5,       4.5,       1.8,    1015.9,    1023.1,       1.4
대전,133,11-15,       7.7,      13.3,       2.9,       1.5,      68.1,       5.3,       4.4,       1.5,    1014.5,    1023.1,       1.4
추풍령,135,11-15,       6.6,      12.4,       1.4,       1.1,      64.4,       5.7,,,     993.0,    1022.9,       2.6
안동,136,11-15,       6.5,      13.1,       1.0,       0.7,      66.9,       5.8,       4.3,       2.1,    1005.5,    1022.8,       1.4
상주,137,11-15,       6.9,      12.9,       1.7,       1.0,      61.0,       5.7,,,    1010.4,    1022.4,       1.7
포항,138,11-15,      10.7,      15.4,       6.7,       0.8,      56.2,       6.2,       3.8,       2.6,    1021.5,    1021.9,       2.5
군산,140,11-15,       8.7,      13.3,       4.6,       1.7,      70.6,       5.3,,,    1019.8,    1023.1,       2.8
울산,152,11-15,      10.5,      16.1,       5.8,       0.7,      58.7,       6.1,       3.8,,    1016.5,    1021.6,       1.8
창원,155,11-15,      11.0,      15.6,       6.9,       0.6,      55.4,       6.2,       3.6,,    1019.0,    1021.6,       1.7
광주,156,11-15,       9.6,      14.8,       5.2,       1.3,      65.5,       5.4,       4.6,,    1013.9,    1022.8,       1.7
부산,159,11-15,      12.0,      16.6,       8.3,       0.7,      55.3,       6.6,       3.7,       2.6,    1012.9,    1021.4,       3.1
통영,162,11-15,      11.4,      16.2,       7.3,       0.8,      62.2,       6.4,,,    1018.2,    1022.0,       2.3
목포,165,11-15,      10.3,      14.8,       6.7,       1.4,      68.2,       5.4,       4.6,       2.1,    1017.8,    1022.9,       3.8
여수,168,11-15,      11.3,      15.0,       8.2,       0.8,      58.2,       6.1,       3.9,       3.1,    1013.9,    1022.0,       4.1
흑산도,169,11-15,      11.4,      13.7,       9.5,       1.5,      70.3,       4.5,       5.4,,    1012.6,    1022.0,       6.4
완도,170,11-15,      10.8,      15.0,       7.1,       1.2,      67.3,       5.4,,,    1018.7,    1022.5,       3.4
고창,172,11-15,       9.5,      14.7,       4.2,       1.7,      77.6,       4.9,,,    1015.9,    1022.2,       2.4
제주,184,11-15,      13.3,      16.3,      10.5,       1.9,      63.9,       4.1,       5.6,       2.5,    1020.0,    1022.6,       3.3
고산,185,11-15,      13.5,      16.4,      10.9,       1.4,      66.8,       4.9,,,    1013.0,    1021.7,       7.4
성산,188,11-15,      12.7,      16.7,       8.8,       2.2,      67.5,       5.2,,,    1019.9,    1022.2,       3.1
서귀포,189,11-15,      14.7,      18.4,      11.4,       2.4,      64.2,       5.4,       4.9,       2.6,    1015.1,    1021.2,       2.3
진주,192,11-15,       8.3,      15.6,       2.1,       0.8,      67.2,       6.2,,,    1019.0,    1022.2,       1.1
강화,201,11-15,       6.2,      11.3,       1.3,       1.4,      66.5,       5.4,,,    1017.6,    1023.5,       1.7
양평,202,11-15,       5.8,      11.8,       0.8,       1.6,      70.1,       5.1,,,    1017.6,    1023.7,       1.2
이천,203,11-15,       5.7,      12.0,       0.3,       1.4,      67.1,       5.0,,,    1013.5,    1023.0,       1.1
인제,211,11-15,       4.9,      10.8,      -0.1,       1.2,      67.0,       4.6,,,     998.3,    1023.0,       1.6
홍천,212,11-15,       4.6,      11.3,      -0.4,       1.3,      67.9,       4.8,,,    1006.0,    1023.5,       1.0
태백,216,11-15,       4.1,       9.8,      -0.7,       1.1,      63.1,       5.4,,,     936.8,    1021.8,       1.5
정선군,217,11-15,       5.3,      11.6,       0.7,       1.8,      65.9,       4.4,,,     984.9,    1022.5,       1.7
제천,221,11-15,       4.4,      11.3,      -1.5,       1.5,      69.7,       5.3,,,     991.2,    1023.3,       1.4
보은,226,11-15,       5.6,      12.7,      -0.3,       1.3,      69.5,       5.4,,,    1001.5,    1022.8,       1.3
천안,232,11-15,       6.5,      12.6,       1.1,       1.8,      68.6,       5.4,,,    1019.0,    1023.2,       1.6
보령,235,11-15,       8.6,      13.6,       4.2,       2.0,      68.0,       5.4,,,    1020.9,    1023.0,       1.9
부여,236,11-15,       6.9,      13.6,       1.4,       1.8,      72.2,       5.1,,,    1021.8,    1023.5,       1.0
금산,238,11-15,       6.0,      13.4,       0.2,       1.2,      70.2,       5.1,,,    1002.3,    1023.4,       1.0
부안,243,11-15,       8.6,      14.0,       3.6,       1.2,      70.5,       5.0,,,    1022.2,    1023.4,       1.4
임실,244,11-15,       5.9,      13.1,      -0.1,       1.0,      71.9,       5.0,,,     993.2,    1023.5,       1.2
정읍,245,11-15,       8.6,      13.9,       3.7,       1.1,      70.4,       5.0,,,    1017.3,    1023.1,       1.1
남원,247,11-15,       7.0,      14.2,       1.0,       1.1,      71.1,       5.2,,,    1010.7,    1023.3,       1.3
장수,248,11-15,       5.3,      12.3,      -0.6,       1.2,      73.8,       4.9,,,     974.0,    1023.5,       1.6
영광군,252,11-15,       8.9,      14.2,       3.8,       1.7,      70.8,       5.3,,,    1017.8,    1022.4,       2.2
김해시,253,11-15,      11.0,      16.3,       6.5,       0.9,      58.1,       6.3,,,    1015.0,    1022.2,       1.9
순창군,254,11-15,       7.5,      13.9,       2.1,       1.4,      72.5,       5.1,,,    1007.3,    1022.9,       1.5
양산시,257,11-15,      10.8,      16.9,       5.5,       1.1,      61.9,       6.1,,,    1021.0,    1022.7,       1.9
강진군,259,11-15,       9.7,      15.8,       4.2,       2.1,      70.5,       5.2,,,    1021.3,    1022.8,       2.1
장흥,260,11-15,       8.8,      15.5,       2.8,       1.3,      69.6,       5.5,,,    1017.3,    1022.6,       1.9
해남,261,11-15,       9.2,      15.3,       3.2,       1.4,      70.4,       5.7,,,    1020.7,    1022.9,       2.0
고흥,262,11-15,       9.4,      15.7,       3.6,       1.1,      67.8,       5.5,,,    1016.3,    1022.6,       1.5
의령군,263,11-15,       8.3,      16.0,       2.2,       1.3,      77.2,       5.7,,,    1020.0,    1021.7,       1.0
함양군,264,11-15,       7.9,      15.3,       1.7,       1.4,      74.8,       4.9,,,    1003.6,    1022.0,       1.1
진도군,268,11-15,       9.9,      14.9,       4.7,       1.2,,,,,,,       2.2
봉화,271,11-15,       4.2,      12.1,      -2.0,       1.0,      69.8,       5.5,,,     983.4,    1022.3,       1.2
영주,272,11-15,       6.2,      12.2,       0.7,       1.2,      63.6,       5.6,,,     996.8,    1022.3,       2.7
문경,273,11-15,       6.6,      12.6,       1.2,       1.3,      61.6,       5.5,,,    1001.7,    1022.7,       1.8
청송군,276,11-15,       5.9,      13.6,       0.0,       1.0,      71.8,       5.2,,,     996.7,    1022.0,       1.2
영덕,277,11-15,       9.2,      14.7,       4.2,       1.0,      59.1,       6.0,,,    1017.2,    1022.2,       2.7
의성,278,11-15,       5.5,      14.1,      -1.1,       0.6,      70.2,       5.4,,,    1012.9,    1022.7,       1.0
구미,279,11-15,       7.5,      14.0,       2.0,       0.8,      65.0,       5.2,,,    1017.1,    1022.8,       1.4
영천,281,11-15,       7.4,      14.5,       1.2,       0.5,      63.0,       5.1,,,    1011.2,    1022.6,       1.7
경주시,283,11-15,       8.9,      15.8,       2.8,       0.9,      67.5,       5.6,,,    1016.8,    1021.5,       2.1
경주시,283,11-15,       8.9,      15.8,       2.8,       0.9,      67.5,       5.6,,,    1016.8,    1021.5,       2.1
거창,284,11-15,       6.5,      14.2,       0.2,       0.9,      67.3,       5.7,,,     995.6,    1023.0,       1.2
합천,285,11-15,       7.9,      15.4,       2.0,       0.6,      66.7,       5.6,,,    1018.7,    1022.7,       1.0
밀양,288,11-15,       8.5,      15.9,       2.2,       0.6,      66.9,       5.9,,,    1021.0,    1022.4,       1.1
산청,289,11-15,       8.0,      14.9,       2.3,       0.9,      63.5,       5.2,,,    1006.1,    1023.2,       1.6
거제,294,11-15,      10.6,      15.7,       6.1,       1.0,      62.6,       5.4,,,    1016.9,    1021.6,       1.4
남해,295,11-15,      10.4,      15.3,       6.0,       1.2,      62.7,       5.9,,,    1017.0,    1022.7,       1.5
강남,400,11-15,       7.8,      11.9,       4.3,       1.4,,,,,,,       1.5
서초,401,11-15,       7.8,      12.1,       4.0,       1.3,,,,,,,       1.4
강동,402,11-15,       6.8,      11.8,       2.7,       1.3,,,,,,,       1.3
송파,403,11-15,       8.1,      12.3,       4.5,       1.3,,,,,,,       1.7
강서,404,11-15,       7.2,      11.2,       3.7,       1.3,,,,,,,       1.4
양천,405,11-15,       7.9,      12.1,       4.6,       1.4,,,,,,,       1.3
도봉,406,11-15,       6.2,      11.7,       1.7,       1.3,,,,,,,       1.0
노원,407,11-15,       5.8,      11.7,       0.5,       1.1,,,,,,,       1.4
동대문,408,11-15,       7.8,      12.1,       4.2,       1.2,,,,,,,       1.6
중랑,409,11-15,       7.7,      11.8,       4.0,       1.3,,,,,,,       1.8
기상청,410,11-15,       7.8,      11.8,       4.3,       1.5,,,,,,,       1.3
마포,411,11-15,       7.7,      11.7,       4.4,       1.2,,,,,,,       2.1
서대문,412,11-15,       6.7,      11.8,       2.7,       1.1,,,,,,,       1.6
광진,413,11-15,       7.7,      11.9,       4.0,       1.3,,,,,,,       1.6
성북,414,11-15,       6.9,      10.9,       3.0,       1.2,,,,,,,       1.4
용산,415,11-15,       7.9,      11.9,       4.2,       1.3,,,,,,,       1.5
은평,416,11-15,       6.5,      11.5,       2.1,       1.1,,,,,,,       1.6
금천,417,11-15,       8.0,      11.8,       4.7,       1.5,,,,,,,       1.7
중구,419,11-15,       6.0,      10.2,       2.8,       0.9,,,,,,,       2.5
성동,421,11-15,       7.8,      11.5,       4.4,       1.4,,,,,,,       1.9
구로,423,11-15,       6.8,      11.3,       2.6,       1.5,,,,,,,       1.7
강북,424,11-15,       7.3,      11.4,       3.5,       1.5,,,,,,,       1.6
남현,425,11-15,       7.6,      11.8,       3.7,       3.2,,,,,,,       1.3
부천,433,11-15,       7.8,      11.8,       4.0,       1.6,,,,,,,       1.1
안양,434,11-15,       7.4,      11.4,       4.0,       1.8,,,,,,,       2.2
광명,437,11-15,       8.1,      11.7,       4.8,       1.8,,,,,,,       1.9
군포,438,11-15,       7.7,      11.9,       4.2,       1.9,,,,,,,       1.3
김포,441,11-15,       6.2,      10.8,       1.9,       1.4,,,,,,,       1.3
하남,444,11-15,       6.1,      11.3,       1.7,       1.6,,,,,,,       0.8
의왕,445,11-15,       6.1,      10.9,       1.7,       1.7,,,,,,,       1.1
포천,504,11-15,       5.3,      11.0,      -0.5,       1.3,,,,,,,       1.2
가평조종,505,11-15,       4.1,      10.4,      -1.7,       1.4,,,,,,,       1.1
영등포,510,11-15,       8.4,      12.1,       5.0,       1.3,,,,,,,       1.4
인천연수,512,11-15,       7.6,      12.2,       3.4,       1.5,,,,,,,       1.8
안성,516,11-15,       6.7,      12.3,       1.5,       1.5,,,,,,,       1.0
간성,517,11-15,       7.8,      12.5,       2.6,       3.2,,,,,,,       1.8
평창,526,11-15,       4.7,      11.0,      -1.1,       1.1,,,,,,,       1.1
의정부,532,11-15,       5.9,      11.2,       0.6,       1.2,,,,,,,       0.9
횡성,536,11-15,       4.9,      11.7,      -0.9,       1.3,,,,,,,       1.1
고양,540,11-15,       6.2,      11.9,       0.8,       1.0,,,,,,,       1.3
남양주,541,11-15,       5.3,      12.0,      -0.4,       1.3,,,,,,,       1.1
안산,545,11-15,       6.1,      11.9,       0.4,       1.3,,,,,,,       1.7
경기광주,546,11-15,       6.0,      11.4,       0.9,       1.5,,,,,,,       1.5
여주,548,11-15,       5.5,      11.3,       0.2,       1.3,,,,,,,       1.2
용인,549,11-15,       5.5,      11.8,       0.4,       1.6,,,,,,,       1.2
오산,550,11-15,       6.8,      12.2,       1.7,       1.4,,,,,,,       1.3
평택,551,11-15,       7.3,      12.3,       1.9,       1.7,,,,,,,       1.5
화천,555,11-15,       4.4,      11.1,      -0.8,       1.2,,,,,,,       1.1
양구,556,11-15,       3.9,      10.6,      -1.3,       1.2,,,,,,,       1.0
시흥,565,11-15,       7.3,      12.0,       2.8,       1.5,,,,,,,       1.6
구리,569,11-15,       6.5,      11.7,       2.1,       1.3,,,,,,,       1.3
금곡,570,11-15,       6.4,      11.3,       2.1,       1.2,,,,,,,       1.2
화성,571,11-15,       7.1,      11.9,       2.7,       1.3,,,,,,,       1.2
성남,572,11-15,       7.3,      11.9,       3.1,       1.3,,,,,,,       1.2
과천,590,11-15,       6.5,      12.0,       1.9,       1.5,,,,,,,       1.5
진부령,595,11-15,       3.6,       8.2,      -0.4,       1.7,,,,,,,       3.3
양주,598,11-15,       4.6,      11.2,      -0.9,       1.1,,,,,,,       1.2
단양,601,11-15,       6.1,      11.7,       0.9,       1.3,,,,,,,       0.8
진천,602,11-15,       6.2,      12.4,       0.5,       1.8,,,,,,,       1.1
괴산,603,11-15,       5.6,      12.4,      -0.6,       1.5,,,,,,,       1.0
옥천,604,11-15,       6.4,      13.0,       0.5,       1.2,,,,,,,       1.0
